classifier,dataset,fit_time,fold,score_time,test_accuracy,test_f1_macro,test_precision_macro,test_recall_macro
Classifiers.KNN,quaternion,0.03946208953857422,0,4.307806730270386,0.498070987654321,0.48975341208805584,0.49491782623233466,0.49807098765432095
Classifiers.KNN,quaternion,0.040468454360961914,1,4.991312503814697,0.5034722222222222,0.4966319156338614,0.498709034780154,0.5034722222222222
Classifiers.KNN,quaternion,0.02660346031188965,2,4.594900846481323,0.49151234567901236,0.48646072254233946,0.49231731397750333,0.4915123456790124
Classifiers.KNN,quaternion,0.03726029396057129,3,5.002845287322998,0.49421296296296297,0.48844363820484243,0.49237274803990544,0.4942129629629629
Classifiers.KNN,quaternion,0.05391573905944824,4,4.883554697036743,0.4834104938271605,0.4747714667499772,0.4786388526378819,0.4834104938271605
Classifiers.KNN,quaternion,0.03979063034057617,5,4.344685316085815,0.4972993827160494,0.49078278302959333,0.496111171709839,0.4972993827160494
Classifiers.KNN,quaternion,0.03241086006164551,6,5.253230333328247,0.4965277777777778,0.4899066097455898,0.49463515573114303,0.4965277777777778
Classifiers.KNN,quaternion,0.0331721305847168,7,3.4823801517486572,0.501929012345679,0.4956580770166215,0.4982165851131388,0.5019290123456791
Classifiers.KNN,quaternion,0.05573439598083496,8,5.058516025543213,0.5061728395061729,0.4982559889659124,0.5012583068611058,0.5061728395061729
Classifiers.KNN,quaternion,0.031676530838012695,9,4.032269716262817,0.49614197530864196,0.4896718621355396,0.49218435547971473,0.49614197530864196
Classifiers.KNN,quaternion,0.05574965476989746,10,5.1814351081848145,0.5216049382716049,0.513119814084834,0.5178134421259446,0.5216049382716049
Classifiers.KNN,quaternion,0.07610416412353516,11,4.8926475048065186,0.5069444444444444,0.4995418343682171,0.5025579737761121,0.5069444444444444
Classifiers.KNN,quaternion,0.03083658218383789,12,5.0688300132751465,0.5231481481481481,0.5180792230793141,0.5202544904213119,0.5231481481481483
Classifiers.KNN,quaternion,0.030452728271484375,13,4.344813108444214,0.4992283950617284,0.4932255857089658,0.4968314888647709,0.49922839506172845
Classifiers.KNN,quaternion,0.034180402755737305,14,4.590736389160156,0.501929012345679,0.49464241819245264,0.49760521308836414,0.501929012345679
Classifiers.KNN,quaternion,0.037010908126831055,15,4.767084836959839,0.49382716049382713,0.48782684265619675,0.4903819333630708,0.4938271604938272
Classifiers.KNN,quaternion,0.031449317932128906,16,5.291224718093872,0.4930555555555556,0.48646316922788,0.4886216970566131,0.4930555555555556
Classifiers.KNN,quaternion,0.03884315490722656,17,4.445136070251465,0.5007716049382716,0.49493819519683085,0.497867341675886,0.5007716049382717
Classifiers.KNN,quaternion,0.07049345970153809,18,4.695944786071777,0.4880401234567901,0.48164843219185205,0.48421883007416217,0.48804012345679015
Classifiers.KNN,quaternion,0.07049345970153809,19,5.2105872631073,0.5200617283950617,0.51365794663084,0.516937188731142,0.5200617283950617
Classifiers.DT,quaternion,22.10692000389099,0,0.011544942855834961,0.5547839506172839,0.5535246342120164,0.5532466062992678,0.554783950617284
Classifiers.DT,quaternion,22.224546194076538,1,0.009888648986816406,0.5601851851851852,0.5611012959268391,0.5624694560368538,0.5601851851851851
Classifiers.DT,quaternion,19.647179126739502,2,0.011525154113769531,0.5493827160493827,0.5491413513686796,0.549450317472546,0.5493827160493827
Classifiers.DT,quaternion,20.047415018081665,3,0.015870094299316406,0.5416666666666666,0.5398714185216102,0.539276979165399,0.5416666666666666
Classifiers.DT,quaternion,18.501389503479004,4,0.010553121566772461,0.5378086419753086,0.5372833347206818,0.5371240936133392,0.5378086419753088
Classifiers.DT,quaternion,22.383332014083862,5,0.010133504867553711,0.5563271604938271,0.5574937564021688,0.5592236181417347,0.5563271604938271
Classifiers.DT,quaternion,22.334375858306885,6,0.012731552124023438,0.5524691358024691,0.5522740898684178,0.5528839030986129,0.552469135802469
Classifiers.DT,quaternion,23.56627655029297,7,0.012996673583984375,0.5613425925925926,0.5604148641188701,0.5597861743643229,0.5613425925925927
Classifiers.DT,quaternion,20.3273766040802,8,0.009670734405517578,0.5509259259259259,0.5511409800127466,0.5523029159339488,0.550925925925926
Classifiers.DT,quaternion,22.00784969329834,9,0.009641885757446289,0.5551697530864198,0.5555291623025285,0.5559871045048727,0.5551697530864197
Classifiers.DT,quaternion,18.8801007270813,10,0.011446714401245117,0.5686728395061729,0.5691942463579414,0.5701801998602779,0.5686728395061729
Classifiers.DT,quaternion,19.06183433532715,11,0.009857892990112305,0.5532407407407407,0.5519687942360463,0.5511775869291887,0.5532407407407407
Classifiers.DT,quaternion,18.563425302505493,12,0.01122593879699707,0.5466820987654321,0.5466976047228294,0.5473553351723623,0.5466820987654321
Classifiers.DT,quaternion,19.03201150894165,13,0.009001493453979492,0.5497685185185185,0.5481832765271565,0.54752282399846,0.5497685185185185
Classifiers.DT,quaternion,21.80911374092102,14,0.010946273803710938,0.5327932098765432,0.5326755053516298,0.5327629489292206,0.5327932098765431
Classifiers.DT,quaternion,19.61479425430298,15,0.009017229080200195,0.5447530864197531,0.5452524491672991,0.5463738223844384,0.5447530864197532
Classifiers.DT,quaternion,20.28735899925232,16,0.01049351692199707,0.5405092592592593,0.5415838356970198,0.5436353379069208,0.5405092592592592
Classifiers.DT,quaternion,23.46281886100769,17,0.010187864303588867,0.5374228395061729,0.5377985318467086,0.538834364139604,0.5374228395061729
Classifiers.DT,quaternion,18.99292516708374,18,0.009063482284545898,0.5478395061728395,0.5473483860135083,0.5473634558072862,0.5478395061728396
