classifier,datatype,fit_time,fold,score_time,test_accuracy,test_f1_macro,test_precision_macro,test_recall_macro,methodtype,dataset,classlabels
ROCKET,Quaternion,4.469888925552368,14,0.484168291091919,0.35714285714285715,0.3609523809523809,0.44666666666666666,0.4,tsc,IMT,videos
ROCKET,Quaternion,4.514009952545166,15,0.5646789073944092,0.7142857142857143,0.71,0.7866666666666666,0.7,tsc,IMT,videos
ROCKET,Quaternion,4.558797597885132,16,0.5552849769592285,0.5714285714285714,0.5685714285714286,0.6799999999999999,0.6,tsc,IMT,videos
ROCKET,Quaternion,4.483725309371948,17,0.5725753307342529,0.5714285714285714,0.5847619047619047,0.65,0.5666666666666667,tsc,IMT,videos
ROCKET,Quaternion,4.541019678115845,18,0.5755312442779541,0.7857142857142857,0.7699999999999999,0.8533333333333333,0.8,tsc,IMT,videos
ROCKET,Quaternion,4.498006343841553,19,0.5714528560638428,0.5714285714285714,0.560952380952381,0.6466666666666667,0.6,tsc,IMT,videos
MiniRocket,Quaternion,1.521820306777954,0,0.1541130542755127,0.6,0.5,0.4666666666666666,0.6,tsc,IMT,videos
MiniRocket,Quaternion,1.519202470779419,1,0.1522359848022461,0.4,0.31428571428571433,0.36666666666666653,0.4,tsc,IMT,videos
MiniRocket,Quaternion,1.5273027420043943,2,0.15325498580932614,0.5333333333333333,0.4866666666666666,0.5523809523809523,0.5333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.5170295238494873,3,0.15828418731689453,0.3333333333333333,0.21333333333333326,0.18333333333333326,0.3333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.541717767715454,4,0.15244770050048828,0.6,0.5866666666666667,0.7523809523809523,0.6,tsc,IMT,videos
MiniRocket,Quaternion,1.5295150279998782,5,0.15030884742736814,0.3333333333333333,0.3133333333333333,0.4111111111111111,0.3333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.519881010055542,6,0.1548922061920166,0.4,0.31666666666666665,0.3644444444444445,0.4,tsc,IMT,videos
MiniRocket,Quaternion,1.53056001663208,7,0.15358662605285645,0.6666666666666666,0.6290909090909091,0.675,0.6666666666666666,tsc,IMT,videos
MiniRocket,Quaternion,1.6436583995819092,8,0.15672683715820312,0.4666666666666667,0.3942857142857143,0.3857142857142857,0.4666666666666666,tsc,IMT,videos
MiniRocket,Quaternion,1.423637628555298,9,0.1580514907836914,0.4666666666666667,0.3424242424242424,0.375,0.4666666666666667,tsc,IMT,videos
MiniRocket,Quaternion,1.5274262428283691,10,0.15435218811035156,0.35714285714285715,0.3466666666666667,0.54,0.4,tsc,IMT,videos
MiniRocket,Quaternion,1.5159695148468018,11,0.1502528190612793,0.35714285714285715,0.28,0.45,0.3333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.5129623413085938,12,0.1554098129272461,0.6428571428571429,0.6409523809523809,0.7333333333333333,0.6666666666666666,tsc,IMT,videos
MiniRocket,Quaternion,1.5211777687072754,13,0.14896273612976074,0.7142857142857143,0.6647619047619047,0.65,0.7333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.5513076782226562,14,0.1530928611755371,0.35714285714285715,0.31666666666666665,0.34,0.36666666666666653,tsc,IMT,videos
MiniRocket,Quaternion,1.4484212398529053,15,0.14941930770874026,0.6428571428571429,0.6133333333333333,0.6857142857142857,0.6333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.539884328842163,16,0.1504213809967041,0.5,0.3936507936507936,0.31666666666666665,0.5333333333333333,tsc,IMT,videos
MiniRocket,Quaternion,1.5265321731567385,17,0.14609575271606445,0.5,0.4690909090909091,0.5416666666666666,0.5,tsc,IMT,videos
MiniRocket,Quaternion,1.5258135795593262,18,0.14735817909240725,0.7857142857142857,0.7742857142857142,0.8333333333333333,0.7999999999999999,tsc,IMT,videos
MiniRocket,Quaternion,1.415032148361206,19,0.14975905418395996,0.5714285714285714,0.5566666666666666,0.5866666666666667,0.5666666666666667,tsc,IMT,videos
1NN-DTW,Euler,0.01895618438720703,0,41.688377380371094,0.4,0.3333333333333333,0.31904761904761897,0.4,tsc,IMT,videos
1NN-DTW,Euler,0.02068328857421875,1,42.14944410324097,0.26666666666666666,0.2538095238095238,0.25666666666666665,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.02005147933959961,2,41.943917036056526,0.26666666666666666,0.2355555555555556,0.2333333333333333,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.019553184509277344,3,42.01415991783142,0.26666666666666666,0.2444444444444444,0.2333333333333333,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.018082380294799805,4,41.7680778503418,0.4666666666666667,0.4460606060606061,0.4833333333333333,0.4666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.01787543296813965,5,40.78538823127747,0.3333333333333333,0.3133333333333333,0.3133333333333333,0.3333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.01975083351135254,6,40.898873329162605,0.06666666666666668,0.08,0.1,0.06666666666666668,tsc,IMT,videos
1NN-DTW,Euler,0.017847299575805664,7,40.799026012420654,0.3333333333333333,0.31428571428571433,0.3,0.3333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.017908811569213867,8,40.919646501541145,0.5333333333333333,0.5333333333333333,0.6133333333333333,0.5333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.01953411102294922,9,40.81784772872925,0.5333333333333333,0.5488888888888889,0.6666666666666667,0.5333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.018099308013916016,10,38.127484560012824,0.2857142857142857,0.2871428571428572,0.39,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.017902612686157227,11,38.16967606544495,0.21428571428571427,0.2171428571428572,0.25,0.2,tsc,IMT,videos
1NN-DTW,Euler,0.018022537231445312,12,38.179365873336785,0.14285714285714285,0.11666666666666665,0.10666666666666666,0.13333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.019381046295166016,13,38.194487571716316,0.42857142857142855,0.40857142857142864,0.4,0.4333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.018146991729736328,14,38.10834527015686,0.35714285714285715,0.4166666666666666,0.5733333333333334,0.36666666666666653,tsc,IMT,videos
1NN-DTW,Euler,0.01785445213317871,15,38.11939120292664,0.35714285714285715,0.3776190476190476,0.4400000000000001,0.3666666666666666,tsc,IMT,videos
1NN-DTW,Euler,0.019809246063232425,16,38.091707468032844,0.42857142857142855,0.3980952380952381,0.3833333333333333,0.4333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.01793503761291504,17,38.08567643165589,0.21428571428571427,0.2333333333333333,0.2333333333333333,0.2333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.017984628677368164,18,38.063072919845574,0.14285714285714285,0.15714285714285714,0.25,0.13333333333333333,tsc,IMT,videos
1NN-DTW,Euler,0.01958250999450684,19,38.10208702087402,0.2857142857142857,0.2777777777777778,0.36666666666666653,0.26666666666666666,tsc,IMT,videos
ROCKET,Euler,3.873134613037109,0,0.5866785049438477,0.8,0.7980952380952381,0.8166666666666667,0.7999999999999999,tsc,IMT,videos
ROCKET,Euler,3.8210561275482178,1,0.5247163772583008,0.4666666666666667,0.43380952380952376,0.4366666666666667,0.4666666666666666,tsc,IMT,videos
ROCKET,Euler,3.965940237045288,2,0.5076940059661865,0.5333333333333333,0.510952380952381,0.5866666666666667,0.5333333333333334,tsc,IMT,videos
ROCKET,Euler,3.920146226882935,3,0.5096719264984131,0.6666666666666666,0.660952380952381,0.6666666666666666,0.6666666666666666,tsc,IMT,videos
ROCKET,Euler,3.8146696090698238,4,0.4623363018035889,0.4666666666666667,0.3942857142857143,0.36666666666666653,0.4666666666666667,tsc,IMT,videos
ROCKET,Euler,3.945548534393311,5,0.4778525829315186,0.6,0.5776190476190476,0.6533333333333333,0.6,tsc,IMT,videos
ROCKET,Euler,3.7942922115325928,6,0.5483639240264893,0.5333333333333333,0.5671428571428571,0.6900000000000001,0.5333333333333333,tsc,IMT,videos
ROCKET,Euler,3.990876197814941,7,0.4668006896972656,0.6666666666666666,0.66,0.75,0.6666666666666666,tsc,IMT,videos
ROCKET,Euler,3.907561779022217,8,0.490415096282959,0.6666666666666666,0.6480952380952382,0.7366666666666667,0.6666666666666666,tsc,IMT,videos
ROCKET,Euler,3.975825309753418,9,0.5087969303131104,0.7333333333333333,0.7257142857142858,0.75,0.7333333333333333,tsc,IMT,videos
ROCKET,Euler,3.9852890968322754,10,0.5100939273834229,0.7142857142857143,0.7123809523809523,0.7833333333333333,0.7,tsc,IMT,videos
ROCKET,Euler,3.990517854690552,11,0.5206754207611084,0.7142857142857143,0.7033333333333334,0.7533333333333333,0.7,tsc,IMT,videos
ROCKET,Euler,3.9920160770416264,12,0.5049428939819336,0.7142857142857143,0.7233333333333333,0.7533333333333333,0.7333333333333333,tsc,IMT,videos
ROCKET,Euler,3.854882478713989,13,0.5064206123352051,0.7857142857142857,0.7847619047619048,0.7833333333333333,0.8,tsc,IMT,videos
ROCKET,Euler,3.765796661376953,14,0.5091717243194579,0.42857142857142855,0.4133333333333333,0.48,0.4666666666666667,tsc,IMT,videos
ROCKET,Euler,3.890885353088379,15,0.4867997169494629,0.7857142857142857,0.7633333333333333,0.82,0.7666666666666667,tsc,IMT,videos
ROCKET,Euler,3.789567470550537,16,0.5056416988372803,0.6428571428571429,0.5614285714285715,0.5366666666666666,0.6333333333333333,tsc,IMT,videos
ROCKET,Euler,3.881596326828003,17,0.49668288230896,0.5,0.4847619047619047,0.53,0.5,tsc,IMT,videos
ROCKET,Euler,3.95184063911438,18,0.5247721672058105,0.7857142857142857,0.7647619047619048,0.85,0.8,tsc,IMT,videos
ROCKET,Euler,4.001703977584839,19,0.49812197685241705,0.6428571428571429,0.5842857142857143,0.6,0.6666666666666666,tsc,IMT,videos
MiniRocket,Euler,1.5060994625091553,0,0.14648723602294922,0.7333333333333333,0.7247619047619047,0.85,0.7333333333333333,tsc,IMT,videos
MiniRocket,Euler,1.4861190319061282,1,0.15352606773376465,0.5333333333333333,0.5224242424242423,0.7083333333333333,0.5333333333333334,tsc,IMT,videos
MiniRocket,Euler,1.4967553615570068,2,0.15470528602600098,0.4666666666666667,0.4400000000000001,0.5666666666666667,0.4666666666666667,tsc,IMT,videos
MiniRocket,Euler,1.4227356910705566,3,0.14734125137329102,0.6666666666666666,0.5833333333333333,0.62,0.6666666666666666,tsc,IMT,videos
MiniRocket,Euler,1.4941303730010986,4,0.15067267417907715,0.4666666666666667,0.3514285714285714,0.31666666666666665,0.4666666666666666,tsc,IMT,videos
MiniRocket,Euler,1.4854700565338137,5,0.15322375297546387,0.3333333333333333,0.25,0.30666666666666664,0.3333333333333333,tsc,IMT,videos
MiniRocket,Euler,1.4943296909332275,6,0.1540970802307129,0.4,0.36909090909090897,0.475,0.4,tsc,IMT,videos
MiniRocket,Euler,1.49202561378479,7,0.15287256240844727,0.4,0.297979797979798,0.3416666666666667,0.4,tsc,IMT,videos
MiniRocket,Euler,1.387153387069702,8,0.1484203338623047,0.2,0.06666666666666668,0.04,0.2,tsc,IMT,videos
MiniRocket,Euler,1.4763469696044922,9,0.15151739120483398,0.6,0.4714285714285714,0.39,0.6,tsc,IMT,videos
MiniRocket,Euler,1.4901087284088137,10,0.14508867263793945,0.42857142857142855,0.3090909090909091,0.355,0.4,tsc,IMT,videos
MiniRocket,Euler,1.51587176322937,11,0.14916014671325686,0.5,0.4342857142857143,0.4857142857142858,0.5,tsc,IMT,videos
MiniRocket,Euler,1.5082757472991943,12,0.15091252326965332,0.6428571428571429,0.6166666666666666,0.7533333333333333,0.6666666666666667,tsc,IMT,videos
MiniRocket,Euler,1.427619218826294,13,0.14659452438354492,0.5,0.48,0.5666666666666667,0.5333333333333333,tsc,IMT,videos
MiniRocket,Euler,1.4990694522857666,14,0.15087389945983887,0.2857142857142857,0.175,0.24615384615384614,0.26666666666666666,tsc,IMT,videos
MiniRocket,Euler,1.506486177444458,15,0.15087223052978516,0.7142857142857143,0.7133333333333334,0.8857142857142858,0.7,tsc,IMT,videos
MiniRocket,Euler,1.3825950622558594,16,0.15224862098693848,0.2857142857142857,0.175,0.24615384615384614,0.26666666666666666,tsc,IMT,videos
MiniRocket,Euler,1.5055699348449707,17,0.1448967456817627,0.5714285714285714,0.4380952380952381,0.35,0.6,tsc,IMT,videos
MiniRocket,Euler,1.3986880779266355,18,0.15172886848449707,0.7142857142857143,0.6980952380952381,0.7833333333333333,0.7333333333333333,tsc,IMT,videos
MiniRocket,Euler,1.4799537658691406,19,0.14664459228515625,0.7857142857142857,0.77,0.8533333333333333,0.8,tsc,IMT,videos
1NN-DTW,Yaw,0.01381063461303711,0,20.428548097610477,0.4666666666666667,0.4755555555555556,0.5333333333333334,0.4666666666666667,tsc,IMT,videos
1NN-DTW,Yaw,0.012586116790771484,1,20.69492244720459,0.26666666666666666,0.27380952380952384,0.35666666666666663,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Yaw,0.014347791671752931,2,20.3615996837616,0.26666666666666666,0.22666666666666666,0.22380952380952385,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Yaw,0.011481046676635742,3,20.668408870697018,0.26666666666666666,0.2444444444444444,0.2333333333333333,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Yaw,0.01299118995666504,4,20.431926488876343,0.4,0.37333333333333335,0.3904761904761904,0.4,tsc,IMT,videos
1NN-DTW,Yaw,0.011417150497436523,5,20.697473526000977,0.26666666666666666,0.2571428571428571,0.24999999999999994,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Yaw,0.011441707611083984,6,20.444703817367554,0.13333333333333333,0.13714285714285715,0.15,0.13333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.012773990631103516,7,20.67334580421448,0.3333333333333333,0.29523809523809524,0.26666666666666666,0.3333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.011512279510498049,8,20.451422214508053,0.5333333333333333,0.5380952380952381,0.6166666666666666,0.5333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.01143789291381836,9,20.70302820205689,0.5333333333333333,0.5488888888888889,0.6666666666666667,0.5333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.011643648147583008,10,19.11699676513672,0.21428571428571427,0.2111111111111111,0.3,0.2,tsc,IMT,videos
1NN-DTW,Yaw,0.011473655700683594,11,19.362783193588253,0.2857142857142857,0.2933333333333333,0.29999999999999993,0.3,tsc,IMT,videos
1NN-DTW,Yaw,0.011527538299560549,12,19.154638528823853,0.21428571428571427,0.20380952380952386,0.21666666666666665,0.2,tsc,IMT,videos
1NN-DTW,Yaw,0.012949466705322266,13,19.39306926727295,0.2857142857142857,0.2333333333333333,0.21333333333333326,0.26666666666666666,tsc,IMT,videos
1NN-DTW,Yaw,0.011487960815429688,14,19.126559019088745,0.35714285714285715,0.4038095238095238,0.4833333333333333,0.36666666666666653,tsc,IMT,videos
1NN-DTW,Yaw,0.01151895523071289,15,19.357593536376953,0.42857142857142855,0.46,0.48,0.4666666666666667,tsc,IMT,videos
1NN-DTW,Yaw,0.011489391326904295,16,19.155335664749146,0.42857142857142855,0.3980952380952381,0.3833333333333333,0.4333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.01145339012145996,17,19.355479717254642,0.21428571428571427,0.18095238095238095,0.16666666666666666,0.2,tsc,IMT,videos
1NN-DTW,Yaw,0.01149272918701172,18,19.12545394897461,0.14285714285714285,0.15714285714285714,0.25,0.13333333333333333,tsc,IMT,videos
1NN-DTW,Yaw,0.011458873748779295,19,19.399842262268066,0.21428571428571427,0.21428571428571436,0.3,0.2,tsc,IMT,videos
ROCKET,Yaw,2.1392276287078857,0,0.3720567226409912,0.6,0.5885714285714286,0.6,0.6,tsc,IMT,videos
ROCKET,Yaw,2.1700372695922847,1,0.36038970947265625,0.4,0.3847619047619048,0.3833333333333333,0.4,tsc,IMT,videos
ROCKET,Yaw,2.1418485641479488,2,0.3683004379272461,0.4666666666666667,0.4314285714285715,0.43,0.4666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.2020905017852783,3,0.3659632205963135,0.6,0.6066666666666667,0.7523809523809524,0.6,tsc,IMT,videos
ROCKET,Yaw,2.281735181808472,4,0.35593414306640625,0.4666666666666667,0.4076190476190476,0.4,0.4666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.216226577758789,5,0.3645203113555908,0.4666666666666667,0.4842857142857143,0.54,0.4666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.1507549285888667,6,0.36542558670043945,0.4,0.3276190476190476,0.3,0.4,tsc,IMT,videos
ROCKET,Yaw,2.159158706665039,7,0.3755435943603516,0.5333333333333333,0.4952380952380953,0.4666666666666666,0.5333333333333333,tsc,IMT,videos
ROCKET,Yaw,2.297571420669556,8,0.4097003936767578,0.5333333333333333,0.5180952380952382,0.5166666666666666,0.5333333333333333,tsc,IMT,videos
ROCKET,Yaw,2.2994403839111333,9,0.38776636123657227,0.6666666666666666,0.6433333333333333,0.6533333333333333,0.6666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.0428178310394287,10,0.3610267639160156,0.5,0.4942857142857143,0.5666666666666667,0.5,tsc,IMT,videos
ROCKET,Yaw,2.233374834060669,11,0.3689444065093994,0.5,0.4633333333333333,0.4533333333333333,0.5,tsc,IMT,videos
ROCKET,Yaw,2.3305468559265137,12,0.387359619140625,0.35714285714285715,0.32666666666666666,0.3466666666666667,0.3333333333333333,tsc,IMT,videos
ROCKET,Yaw,2.2042508125305176,13,0.3859930038452149,0.6428571428571429,0.6114285714285714,0.6166666666666667,0.6333333333333333,tsc,IMT,videos
ROCKET,Yaw,2.1901636123657227,14,0.35575222969055176,0.6428571428571429,0.6300000000000001,0.6533333333333333,0.6666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.1875529289245605,15,0.36289620399475103,0.2857142857142857,0.31666666666666665,0.4066666666666666,0.29999999999999993,tsc,IMT,videos
ROCKET,Yaw,2.2985143661499023,16,0.3984982967376709,0.6428571428571429,0.6380952380952383,0.65,0.6666666666666666,tsc,IMT,videos
ROCKET,Yaw,2.224074602127075,17,0.3727629184722901,0.5714285714285714,0.5166666666666667,0.4866666666666667,0.5666666666666667,tsc,IMT,videos
ROCKET,Yaw,2.238122940063477,18,0.3954043388366699,0.35714285714285715,0.3,0.3857142857142857,0.3333333333333333,tsc,IMT,videos
ROCKET,Yaw,2.1899950504302983,19,0.3545055389404297,0.5,0.5088888888888888,0.5666666666666667,0.4999999999999999,tsc,IMT,videos
MiniRocket,Yaw,1.4160468578338623,0,0.14705538749694824,0.7333333333333333,0.7,0.8400000000000001,0.7333333333333334,tsc,IMT,videos
MiniRocket,Yaw,1.4105713367462158,1,0.15047597885131836,0.13333333333333333,0.08,0.057142857142857134,0.13333333333333333,tsc,IMT,videos
MiniRocket,Yaw,1.5300054550170898,2,0.1535956859588623,0.4666666666666667,0.36666666666666653,0.3333333333333333,0.4666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.4148726463317869,3,0.1519160270690918,0.4666666666666667,0.38337662337662337,0.375,0.4666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.5210940837860107,4,0.13927769660949707,0.4,0.3847619047619048,0.3833333333333333,0.4,tsc,IMT,videos
MiniRocket,Yaw,1.4195847511291504,5,0.14940118789672852,0.4666666666666667,0.3933333333333333,0.4,0.4666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.4195723533630369,6,0.14596962928771973,0.26666666666666666,0.2571428571428572,0.4363636363636363,0.26666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.5356268882751465,7,0.15159344673156738,0.4,0.3688888888888889,0.5238095238095238,0.4,tsc,IMT,videos
MiniRocket,Yaw,1.5164310932159424,8,0.143890380859375,0.2,0.07058823529411765,0.042857142857142864,0.2,tsc,IMT,videos
MiniRocket,Yaw,1.6363160610198977,9,0.14702916145324707,0.4666666666666667,0.4457142857142857,0.6545454545454545,0.4666666666666667,tsc,IMT,videos
MiniRocket,Yaw,1.4262845516204834,10,0.14469075202941895,0.5,0.39333333333333337,0.4,0.4666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.5202763080596924,11,0.14635300636291504,0.2857142857142857,0.2571428571428571,0.4333333333333333,0.3333333333333333,tsc,IMT,videos
MiniRocket,Yaw,1.6207952499389648,12,0.14986634254455564,0.2857142857142857,0.1616161616161616,0.11666666666666665,0.26666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.4278302192687988,13,0.1415853500366211,0.42857142857142855,0.32222222222222224,0.26666666666666666,0.4333333333333333,tsc,IMT,videos
MiniRocket,Yaw,1.4303691387176514,14,0.14548134803771973,0.42857142857142855,0.3333333333333333,0.28,0.4333333333333333,tsc,IMT,videos
MiniRocket,Yaw,1.4434936046600342,15,0.1452324390411377,0.2857142857142857,0.21587301587301586,0.17857142857142855,0.3,tsc,IMT,videos
MiniRocket,Yaw,1.4020788669586182,16,0.14382624626159668,0.2857142857142857,0.19047619047619047,0.16969696969696968,0.26666666666666666,tsc,IMT,videos
MiniRocket,Yaw,1.410409688949585,17,0.14653706550598145,0.35714285714285715,0.30999999999999994,0.32,0.3333333333333333,tsc,IMT,videos
MiniRocket,Yaw,1.4189996719360352,18,0.14505481719970706,0.5,0.3771428571428572,0.3357142857142857,0.4666666666666667,tsc,IMT,videos
MiniRocket,Yaw,1.4217333793640137,19,0.13760805130004886,0.21428571428571427,0.07058823529411765,0.042857142857142864,0.2,tsc,IMT,videos
1NN-DTW,All,0.04197406768798828,0,107.7010383605957,0.3333333333333333,0.3,0.28,0.3333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03393411636352539,1,108.54749369621277,0.26666666666666666,0.2615873015873016,0.2833333333333333,0.26666666666666666,tsc,IMT,videos
1NN-DTW,All,0.03524160385131836,2,108.31827187538148,0.26666666666666666,0.2355555555555556,0.2333333333333333,0.26666666666666666,tsc,IMT,videos
1NN-DTW,All,0.03201508522033692,3,108.6447331905365,0.3333333333333333,0.3409523809523809,0.36666666666666653,0.3333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03214120864868164,4,108.32176041603088,0.5333333333333333,0.4933333333333334,0.4904761904761904,0.5333333333333333,tsc,IMT,videos
1NN-DTW,All,0.032121896743774414,5,108.64983439445496,0.3333333333333333,0.31095238095238104,0.30666666666666664,0.3333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03198695182800293,6,108.3011634349823,0.13333333333333333,0.13714285714285715,0.15,0.13333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03211712837219238,7,108.35384559631348,0.4666666666666667,0.4190476190476191,0.3833333333333333,0.4666666666666666,tsc,IMT,videos
1NN-DTW,All,0.03214311599731445,8,108.2980387210846,0.5333333333333333,0.5380952380952381,0.6166666666666666,0.5333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03207135200500488,9,107.966206073761,0.5333333333333333,0.5357575757575759,0.7416666666666667,0.5333333333333333,tsc,IMT,videos
1NN-DTW,All,0.033370018005371094,10,101.23074388504028,0.35714285714285715,0.3742857142857143,0.4666666666666667,0.36666666666666653,tsc,IMT,videos
1NN-DTW,All,0.03201746940612793,11,101.59660696983336,0.2857142857142857,0.3171428571428572,0.35,0.3,tsc,IMT,videos
1NN-DTW,All,0.032140254974365234,12,101.21769452095032,0.21428571428571427,0.19047619047619047,0.16666666666666666,0.2333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03220796585083008,13,101.53525233268738,0.35714285714285715,0.3476190476190476,0.3333333333333333,0.36666666666666653,tsc,IMT,videos
1NN-DTW,All,0.03044652938842773,14,101.2113802433014,0.35714285714285715,0.3976190476190477,0.54,0.36666666666666653,tsc,IMT,videos
1NN-DTW,All,0.03218388557434082,15,101.51536440849304,0.35714285714285715,0.3776190476190476,0.4400000000000001,0.3666666666666666,tsc,IMT,videos
1NN-DTW,All,0.030313014984130863,16,101.16004467010498,0.5,0.4514285714285714,0.4166666666666667,0.5333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03209662437438965,17,101.49715900421144,0.21428571428571427,0.22380952380952385,0.21666666666666665,0.2333333333333333,tsc,IMT,videos
1NN-DTW,All,0.03190279006958008,18,101.13022089004515,0.21428571428571427,0.21428571428571436,0.3,0.2,tsc,IMT,videos
1NN-DTW,All,0.03204941749572754,19,101.60933446884157,0.2857142857142857,0.26428571428571435,0.34,0.26666666666666666,tsc,IMT,videos
ROCKET,All,5.966655969619751,0,0.6952228546142578,0.9333333333333332,0.9314285714285716,0.95,0.9333333333333332,tsc,IMT,videos
ROCKET,All,5.930013179779053,1,0.7206652164459229,0.8,0.8133333333333332,0.9,0.7999999999999999,tsc,IMT,videos
ROCKET,All,6.124412775039673,2,0.7165727615356445,0.5333333333333333,0.45,0.5057142857142857,0.5333333333333333,tsc,IMT,videos
ROCKET,All,6.060523509979247,3,0.7401340007781982,0.6666666666666666,0.6523809523809524,0.7166666666666666,0.6666666666666666,tsc,IMT,videos
ROCKET,All,5.9750049114227295,4,0.7103786468505859,0.5333333333333333,0.5266666666666666,0.5466666666666666,0.5333333333333334,tsc,IMT,videos
ROCKET,All,5.910744428634644,5,0.7267210483551025,0.5333333333333333,0.5422222222222222,0.6,0.5333333333333333,tsc,IMT,videos
ROCKET,All,5.852407693862915,6,0.7749645709991455,0.6666666666666666,0.6533333333333333,0.7,0.6666666666666666,tsc,IMT,videos
ROCKET,All,5.877785921096803,7,0.7585735321044922,0.8666666666666667,0.8647619047619047,0.8833333333333332,0.8666666666666666,tsc,IMT,videos
ROCKET,All,6.052211046218872,8,0.7036752700805664,0.6,0.5347619047619048,0.5033333333333333,0.6,tsc,IMT,videos
ROCKET,All,5.9068603515625,9,0.6658196449279785,0.8,0.8033333333333333,0.8533333333333333,0.7999999999999999,tsc,IMT,videos
ROCKET,All,5.986976146697997,10,0.7262709140777588,0.9285714285714286,0.9314285714285712,0.95,0.9333333333333332,tsc,IMT,videos
ROCKET,All,5.758962154388428,11,0.7492501735687256,0.8571428571428571,0.8699999999999999,0.92,0.8666666666666666,tsc,IMT,videos
ROCKET,All,5.839219093322754,12,0.6918137073516846,0.7142857142857143,0.6857142857142857,0.75,0.7,tsc,IMT,videos
ROCKET,All,5.8713250160217285,13,0.6996510028839111,0.9285714285714286,0.9314285714285716,0.95,0.9333333333333332,tsc,IMT,videos
ROCKET,All,5.8400516510009775,14,0.7048325538635254,0.35714285714285715,0.3609523809523809,0.44666666666666666,0.4,tsc,IMT,videos
ROCKET,All,6.164345264434815,15,0.7240138053894043,0.7142857142857143,0.71,0.7866666666666666,0.7,tsc,IMT,videos
ROCKET,All,6.049512147903442,16,0.7037808895111084,0.6428571428571429,0.6476190476190476,0.7133333333333333,0.6666666666666666,tsc,IMT,videos
ROCKET,All,5.698394060134888,17,0.688579797744751,0.5714285714285714,0.5657142857142857,0.6166666666666667,0.5666666666666667,tsc,IMT,videos
ROCKET,All,5.98473048210144,18,0.6936910152435303,0.7142857142857143,0.6380952380952379,0.5833333333333333,0.7333333333333333,tsc,IMT,videos
ROCKET,All,5.783832550048827,19,0.7123794555664062,0.5714285714285714,0.5742857142857143,0.6666666666666667,0.6,tsc,IMT,videos
MiniRocket,All,1.5285005569458008,0,0.16063308715820312,0.6,0.5533333333333333,0.58,0.5999999999999999,tsc,IMT,videos
MiniRocket,All,1.5098998546600342,1,0.16198182106018064,0.5333333333333333,0.5142857142857143,0.5571428571428572,0.5333333333333333,tsc,IMT,videos
MiniRocket,All,1.5386040210723877,2,0.15628314018249512,0.3333333333333333,0.2,0.15454545454545454,0.3333333333333333,tsc,IMT,videos
MiniRocket,All,1.6121652126312256,3,0.16081905364990234,0.6,0.5457142857142857,0.53,0.5999999999999999,tsc,IMT,videos
